code,name,stock_price,expectd_value,EPS,BPS,PER,industry_PER,PBR,dividend_yield
073070,에스모,642,-1737,-646,450,N/A,10.36,1.43,0.00%
073110,엘엠에스,10950,12058,1249,18221,8.77,153.45,0.6,2.28%
073190,듀오백,2140,-1274,-238,2477,N/A,17.18,0.86,
073490,이노와이어리스,48900,21908,2190,13479,22.33,58.75,3.63,0.51%
073540,에프알텍,4710,-2552,-149,2742,N/A,58.75,1.72,
073560,우리손에프앤지,1765,976,61,2645,29.05,24.37,0.67,1.42%
073570,WI,8000,410,23,536,347.04,16.12,14.93,0.00%
073640,삼원테크,1530,-299,-45,479,N/A,N/A,3.19,
074430,아미노로직스,1695,518,-14,590,N/A,121.34,2.87,
074600,원익QnC,12900,16348,99,8103,130.13,16.12,1.59,
075130,플랜티넷,4350,7340,264,8558,16.47,56.92,0.51,5.75%
075970,동국알앤에스,1955,3716,121,4066,16.16,16.1,0.48,4.09%
076080,웰크론한텍,1730,687,-101,3257,N/A,N/A,0.53,
076610,해성옵틱스,1505,-3324,-420,1966,N/A,23.08,0.77,
077360,덕산하이메탈,5560,8184,495,10136,11.24,16.12,0.55,
078020,이베스트투자증권,4555,N/A,1019,10197,4.47,4.59,0.45,7.57%
078070,유비쿼스홀딩스,29050,17889,374,12132,77.59,58.75,2.39,0.45%
078130,국일제지,6950,-273,-321,357,N/A,N/A,19.45,0.00%
078140,대봉엘에스,6520,11411,517,7289,12.62,121.34,0.89,0.77%
078150,HB테크놀러지,2400,2910,47,2077,50.56,153.45,1.16,0.83%
078160,메디포스트,27600,-3013,-904,7200,N/A,N/A,3.83,
078340,컴투스,103000,164030,8693,75563,11.85,36.04,1.36,1.36%
078350,한양디지텍,4135,-6725,-1278,3003,N/A,16.12,1.38,
078590,두올산업,3945,121,-114,442,N/A,10.36,8.93,0.00%
078600,대주전자재료,17550,-588,-59,5474,N/A,25.96,3.21,0.00%
078650,코렌,1150,67,-232,1181,N/A,23.08,0.97,
078860,아이오케이,1575,782,-207,2036,N/A,N/A,0.77,
078890,가온미디어,6030,18670,1200,10686,5.02,N/A,0.56,1.63%
078940,코드네이처,2980,158,-97,695,N/A,N/A,4.29,
079000,와토스코리아,4550,8689,437,10458,10.41,661.11,0.44,4.40%
079170,한창산업,4680,6280,226,10146,20.73,16.1,0.46,2.35%
079190,EMW,2780,432,120,971,23.19,23.08,2.86,
079370,제우스,9510,33086,1343,21815,7.08,16.12,0.44,2.10%
079650,서산,2290,1870,-60,3526,N/A,81.51,0.65,
079810,디이엔티,3115,-7718,-750,1497,N/A,153.45,2.08,
079940,가비아,14200,15421,790,5617,17.97,17.66,2.53,0.28%
079950,인베니아,1795,1330,50,2048,35.71,153.45,0.88,
079960,동양이엔피,10650,33473,3043,28621,3.5,46.17,0.37,2.82%
079970,투비소프트,1930,-2563,-777,1799,N/A,56.92,1.07,0.00%
080000,에스엔유,2775,4355,225,3373,12.33,153.45,0.82,
080010,이상네트웍스,6480,10654,1052,10730,6.16,18.26,0.6,1.54%
080160,모두투어,12250,-3265,95,7018,129.48,23.42,1.75,0.98%
080220,제주반도체,3010,3565,-168,2462,N/A,16.12,1.22,
080420,모다이노칩,2520,-433,65,4320,38.85,25.96,0.58,
080440,에스제이케이,498,-6232,-1086,997,N/A,10.36,0.5,0.00%
080470,성창오토텍,6540,-2169,-30,5186,N/A,10.36,1.26,0.46%
080520,오디텍,3980,9588,182,10534,21.86,16.12,0.38,2.51%
080530,코디,3590,-2243,-534,1870,N/A,43.2,1.92,
080580,오킨스전자,2975,253,35,3690,83.87,16.12,0.81,
080720,한국유니온제약,17150,8485,70,9833,246.25,121.34,1.74,
081150,티플랙스,2115,1857,91,4040,23.13,16.1,0.52,0.95%
081580,성우전자,1880,2887,-383,6727,N/A,23.08,0.28,
082210,옵트론텍,4940,4625,444,4938,11.14,25.96,1,0.61%
082270,젬백스,26950,844,-2552,2476,N/A,16.12,10.89,
082660,코스나인,1810,-4556,-2381,629,N/A,23.08,2.88,
082800,루미마이크로,1565,225,-334,905,N/A,153.45,1.73,
082850,우리바이오,919,-2743,104,2138,8.84,153.45,0.43,
082920,비츠로셀,15000,12713,932,6567,16.09,46.17,2.28,0.67%
083310,엘오티베큠,9150,7094,138,9630,66.22,16.12,0.95,0.00%
083450,GST,13350,28058,1918,11164,6.96,16.12,1.2,1.50%
083470,KJ프리텍,387,-6588,-55847,-29040,N/A,23.08,N/A,0.00%
083500,에프엔에스테크,10100,9004,198,6319,51.11,153.45,1.6,0.00%
083550,케이엠,14850,12988,638,8849,23.29,16.12,1.68,0.33%
083640,인콘,1150,203,-277,725,N/A,25.96,1.59,0.00%
083650,비에이치아이,1820,-13296,-568,2685,N/A,N/A,0.68,
083660,CSA코스믹,4170,-556,-387,836,N/A,43.2,4.99,0.00%
083790,크리스탈,14500,1102,-899,3564,N/A,873.47,4.07,0.00%
083930,아바코,5400,17495,1225,9599,4.41,153.45,0.56,5.56%
084110,휴온스글로벌,28000,67955,2325,33210,12.04,121.34,0.84,1.36%
084180,수성,1300,-3031,-409,1235,N/A,N/A,1.05,0.00%
084370,유진테크,17050,16656,252,10618,67.75,16.12,1.61,1.35%
084650,랩지노믹스,16200,832,94,2958,172.72,873.47,5.48,
084730,팅크웨어,6000,12150,389,15768,15.43,N/A,0.38,
084850,아이티엠반도체,55400,27171,2217,11774,24.99,25.49,4.71,0.00%
084990,헬릭스미스,85200,-9505,-4131,7310,N/A,N/A,11.66,0.00%
085370,루트로닉,5660,-2275,-433,4477,N/A,46.66,1.26,0.00%
085660,차바이오텍,17100,4649,884,7187,19.35,N/A,2.38,
085670,뉴프렉스,1540,-2345,-455,2301,N/A,25.96,0.67,
085810,알티캐스트,1175,-1988,-1248,3031,N/A,56.92,0.39,
085910,네오티스,3285,2447,123,4091,26.74,10.36,0.8,7.61%
086040,바이오톡스텍,8610,848,-108,2074,N/A,873.47,4.15,
086060,진바이오텍,5540,6271,98,5450,56.33,121.34,1.02,0.54%
086250,이노와이즈,1740,-1295,-1641,1593,N/A,10.36,1.09,0.00%
086390,유니테스트,13000,25163,1208,7828,10.76,16.12,1.66,1.92%
086450,동국제약,88500,90326,6225,40573,14.22,121.34,2.18,0.90%
086520,에코프로,20750,21101,964,12459,21.54,35.46,1.67,1.45%
086670,비엠티,6070,10417,661,8633,9.19,N/A,0.7,2.47%
086820,바이오솔루션,20350,4701,-87,6076,N/A,N/A,3.35,
086890,이수앱지스,5800,-3961,-669,2073,N/A,121.34,2.8,
086900,메디톡스,191000,75260,4384,46489,43.57,N/A,4.11,0.41%
086960,한컴MDS,10550,16694,920,13640,11.46,56.92,0.77,
086980,쇼박스,2945,2091,52,2254,56.56,N/A,1.31,1.70%
087010,펩트론,15900,-7791,-1156,1833,N/A,N/A,8.68,
087260,모바일어플라이언스,3180,667,-89,941,N/A,N/A,3.38,
087600,픽셀플러스,3380,-2079,-752,11436,N/A,16.12,0.3,
087730,에스모머티리얼즈,388,-8171,-25788,285,N/A,16.12,1.36,0.00%
088130,동아엘텍,7100,31682,1086,15454,6.54,153.45,0.46,2.11%
088290,이원컴포텍,9080,414,162,1155,55.88,10.36,7.86,0.00%
088390,이녹스,4925,10174,-1246,13687,N/A,N/A,0.36,
088800,에이스테크,9100,-553,-247,2294,N/A,58.75,3.97,0.00%
088910,동우팜투테이블,2910,9712,102,7388,28.56,24.36,0.39,
089010,켐트로닉스,12000,10646,1160,6819,10.34,35.46,1.76,2.50%
089030,테크윙,13500,12328,566,9365,23.85,16.12,1.44,1.70%
089140,넥스턴,8630,8764,486,9372,17.76,N/A,0.92,1.16%
089150,케이씨티,2030,0,50,2151,40.5,N/A,0.94,2.96%
089230,THEE&M,611,562,-39,574,N/A,141.68,1.06,0.00%
089530,에이티세미콘,582,-754,-137,444,N/A,16.12,1.31,
089600,나스미디어,29050,35932,2355,16645,12.33,14.58,1.75,2.27%
089790,제이티,5430,4631,370,2661,14.69,16.12,2.04,
089850,유비벨록스,5770,11825,805,10929,7.16,58.75,0.53,
089890,코세스,6060,4284,371,1661,16.36,16.12,3.65,
089970,에이피티씨,7730,9553,609,2797,12.69,16.12,2.76,
089980,상아프론테크,13050,9688,834,9472,15.64,46.17,1.38,1.23%
090150,광진윈텍,2565,-304,210,4600,12.24,10.36,0.56,3.90%
090360,로보스타,12950,2318,-463,9889,N/A,N/A,1.31,
090410,덕신하우징,1245,1323,37,1892,33.56,661.11,0.66,
090460,비에이치,17950,23697,1770,9288,10.14,25.96,1.93,
090470,제이스텍,8830,4659,107,8982,82.32,153.45,0.98,0.57%
090710,휴림로봇,777,-522,-119,346,N/A,N/A,2.25,0.00%
090740,연이정보통신,4890,2048,399,5280,12.26,153.45,0.93,1.02%
090850,이지웰,10150,7081,460,3481,22.08,23.63,2.92,0.89%
091120,이엠텍,8520,10062,24,11461,348.25,23.08,0.74,
091340,S&K폴리텍,6380,11056,1311,7921,4.87,25.96,0.81,
091440,텔레필드,4375,2836,522,3164,8.38,58.75,1.38,
091580,상신이디피,6310,5562,380,4905,16.59,23.08,1.29,0.79%
091590,남화토건,13550,9830,424,11305,31.98,5.83,1.2,0.52%
091700,파트론,8390,14120,1126,6880,7.45,23.08,1.22,4.17%
091970,나노캠텍,2160,3545,-713,2412,N/A,35.46,0.9,0.00%
091990,셀트리온헬스케어,80600,14586,431,11148,187.12,121.34,7.23,
092040,아미코젠,24300,2030,5,6422,5380.06,N/A,3.78,
092070,디엔에프,9390,10601,207,8883,45.29,16.12,1.06,
092130,이크레더블,18400,15846,1134,4460,16.23,23.63,4.13,4.02%
092190,서울바이오시스,10850,-3213,147,4404,74.04,153.45,2.46,0.35%
092300,현우산업,2570,-7,152,5057,16.89,25.96,0.51,3.89%
092460,한라IMS,5550,2481,375,7201,14.8,N/A,0.77,1.80%
092600,앤씨앤,2060,-5279,-330,2028,N/A,16.12,1.02,
092730,네오팜,31000,35141,2438,13515,12.72,43.2,2.29,2.42%
092870,엑시콘,6590,4205,-519,7486,N/A,16.12,0.88,0.99%
093190,빅솔론,4670,11816,499,8725,9.36,N/A,0.54,4.07%
093320,케이아이엔엑스,63000,39632,3083,17843,20.43,17.66,3.53,0.79%
093380,풍강,2625,1387,77,6406,33.87,10.36,0.41,2.29%
093520,매커스,3365,7483,296,4101,11.37,25.96,0.82,2.97%
093640,다믈멀티미디어,2795,1020,53,1961,52.32,16.12,1.43,
093920,서원인텍,5290,11118,672,8637,7.87,23.08,0.61,5.67%
094170,동운아나텍,5290,1116,451,1832,11.72,23.08,2.89,0.95%
094190,이엘케이,787,-5698,-893,-685,N/A,23.08,N/A,
094360,칩스앤미디어,8510,5745,469,3329,18.14,16.12,2.56,1.37%
094480,갤럭시아컴즈,3330,2618,225,2427,14.78,17.66,1.37,1.65%
094820,일진파워,4480,12011,781,6524,5.74,5.83,0.69,6.70%
094840,슈프리마에이치큐,4460,18457,763,15349,5.84,25.96,0.29,
094850,참좋은여행,4935,12166,1635,7326,3.02,23.42,0.67,3.44%
094860,코닉글로리,1340,76,-56,214,N/A,56.92,6.27,
094940,푸른기술,14200,3137,91,4801,156.23,N/A,2.96,0.21%
094970,제이엠티,2315,5859,57,3307,40.53,153.45,0.7,2.16%
095190,이엠코리아,3245,-2988,-439,2076,N/A,N/A,1.56,
095270,웨이브일렉트로,13200,-16674,-3276,1369,N/A,58.75,9.64,
095340,ISC,9870,11349,308,12218,32.09,16.12,0.81,0.51%
095500,미래나노텍,2565,3022,36,8249,71.15,153.45,0.31,
095610,테스,20200,25711,493,11202,40.95,16.12,1.8,1.49%
095660,네오위즈,17350,19583,1104,15121,15.72,36.04,1.15,
095700,제넥신,62000,-5837,-718,12496,N/A,N/A,4.96,
095910,에스에너지,3390,1132,-606,7942,N/A,N/A,0.43,1.47%
096040,이트론,170,87,-11,187,N/A,25.49,0.91,
096240,청담러닝,17600,18794,1037,9718,16.97,N/A,1.81,5.68%
096350,대창솔루션,321,-519,-37,424,N/A,N/A,0.76,
096530,씨젠,82700,14019,1017,5869,81.34,873.47,14.09,0.12%
096610,알에프세미,4560,-846,-339,6302,N/A,23.08,0.72,0.29%
096630,에스코넥,2155,42,-187,1533,N/A,23.08,1.41,
096640,멜파스,1090,-2071,-533,1379,N/A,22.46,0.79,0.00%
096690,제이스테판,1160,473,349,13632,3.32,N/A,0.09,0.00%
096870,엘디티,2250,-150,-209,1480,N/A,153.45,1.52,
097520,엠씨넥스,30950,42133,4787,12735,6.46,23.08,2.43,1.62%
097780,에스맥,1310,917,-65,950,N/A,23.08,1.38,0.00%
097800,윈팩,1710,-227,254,1263,6.72,16.12,1.35,
097870,효성오앤비,6300,7015,201,7653,31.28,35.46,0.82,
098120,마이크로컨텍솔,3475,289,106,3942,32.89,16.12,0.88,
098460,고영,83200,37468,2159,18040,38.54,25.96,4.61,0.66%
098660,에스티오,2275,2758,262,2894,8.69,17.07,0.79,5.27%
099190,아이센스,21450,24726,1705,14605,12.58,46.66,1.47,0.93%
099220,SDN,2305,1181,93,1642,24.82,N/A,1.4,
099320,쎄트렉아이,21000,13476,984,8865,21.34,17.69,2.37,1.00%
099410,동방선기,2170,-733,-72,2108,N/A,N/A,1.03,
099440,스맥,1920,-2986,-614,3751,N/A,N/A,0.51,
099520,ITX엠투엠,1730,-1744,-305,606,N/A,25.49,2.85,0.00%
099750,이지케어텍,15850,10497,773,7219,20.51,85.06,2.2,0.54%
100030,모바일리더,17350,19364,-544,11338,N/A,56.92,1.53,
100090,삼강엠앤티,2615,-21681,-796,4829,N/A,N/A,0.54,
100120,뷰웍스,31800,34286,2421,16379,13.13,46.66,1.94,1.26%
100130,동국S&C,2220,3334,167,4698,13.28,N/A,0.47,4.50%
100590,머큐리,9760,6687,158,4807,61.78,58.75,2.03,
100660,서암기계공업,4550,5132,173,4891,26.25,N/A,0.93,1.10%
100700,세운메디칼,3085,4795,216,2199,14.26,46.66,1.4,1.62%
100790,미래에셋벤처투자,2680,N/A,310,3341,8.64,14.34,0.8,4.60%
101000,상상인인더스트리,1040,-1191,-281,400,N/A,N/A,2.6,
101160,월덱스,6690,13497,1180,5433,5.67,16.12,1.23,0.75%
101170,우림기계,2470,2369,-49,6566,N/A,N/A,0.38,
101240,씨큐브,7230,6302,586,6036,12.33,43.2,1.2,2.35%
101330,모베이스,3200,-1191,1924,11330,1.66,23.08,0.28,
101390,아이엠,814,-2465,-501,775,N/A,25.96,1.05,
101400,엔시트론,301,-527,-85,116,N/A,16.12,2.6,0.00%
101490,에스앤에스텍,18550,5335,512,4634,36.25,16.12,4,0.27%
101670,코리아에스이,1025,-414,-35,1764,N/A,5.83,0.58,
101680,한국정밀기계,2515,-4543,-146,6763,N/A,N/A,0.37,
101730,조이맥스,4285,-13702,-1638,933,N/A,36.04,4.59,
101930,인화정공,3460,-1037,-907,14463,N/A,N/A,0.24,
102120,어보브반도체,8620,9194,766,5508,11.26,16.12,1.56,2.32%
102210,해덕파워웨이,1100,376,-182,1569,N/A,N/A,0.7,
102710,이엔에프테크놀로지,25300,38517,3239,18688,7.81,35.46,1.35,0.59%
102940,코오롱생명과학,48950,-33541,-8090,8861,N/A,121.34,5.52,
103230,에스앤더블류,2120,-6646,-383,5410,N/A,N/A,0.39,
103840,우양,4390,2464,283,2347,15.51,24.36,1.87,0.00%
104040,대성파인텍,1160,-162,39,1728,29.79,10.36,0.67,
104200,NHN벅스,4830,6852,304,5116,15.88,N/A,0.94,
104460,동양피엔에프,9380,17921,1974,7176,4.75,N/A,1.31,3.73%
104480,티케이케미칼,2140,3520,104,3151,20.49,35.41,0.68,
104540,코렌텍,6430,-934,240,2671,26.83,46.66,2.41,
104620,노랑풍선,10400,431,-351,11795,N/A,23.42,0.88,1.92%
104830,원익머트리얼즈,23000,34275,2229,24386,10.32,35.46,0.94,0.65%
105330,케이엔더블유,6330,-1665,-1111,6081,N/A,10.36,1.04,
105550,트루윈,5100,-1484,-280,2123,N/A,10.36,2.4,
105740,디케이락,7260,12664,1027,10995,7.07,N/A,0.66,2.75%
106080,하이소닉,798,-3910,-3782,886,N/A,23.08,0.9,
106190,하이텍팜,10450,-1214,-595,13907,N/A,121.34,0.75,0.48%
106240,파인테크닉스,3215,630,8,1330,408.57,23.08,2.42,
106520,디지탈옵틱,794,-1067,-53,637,N/A,23.08,1.25,
108230,톱텍,17450,4430,99,9597,175.47,153.45,1.82,0.57%
108320,실리콘웍스,30650,52922,2370,29033,12.94,153.45,1.06,2.71%
108380,대양전기공업,11150,22913,1306,22186,8.53,N/A,0.5,1.79%
108490,로보티즈,9350,4448,221,5567,42.23,N/A,1.68,
108790,인터파크,4120,342,50,4683,83.14,18.26,0.88,3.64%
108860,셀바스AI,3780,-5543,-321,1380,N/A,56.92,2.74,
109080,옵티시스,6020,9579,503,7750,11.97,58.75,0.78,0.83%
109610,에스와이,4510,-3747,-646,4539,N/A,81.51,0.99,
109740,디에스케이,7490,8097,306,5574,24.49,153.45,1.34,
109820,진매트릭스,6340,-894,-86,826,N/A,N/A,7.68,0.00%
109860,동일금속,10650,27385,2226,19295,4.79,N/A,0.55,2.63%
109960,에이프로젠H&G,709,942,-38,1179,N/A,121.34,0.6,
110020,전진바이오팜,5150,-4450,-309,604,N/A,35.46,8.52,
110790,크리스에프앤씨,17650,41631,2119,19136,8.33,17.07,0.92,2.27%
110990,디아이티,7410,10228,697,9381,10.64,153.45,0.79,2.70%
111710,남화산업,11700,6265,150,6556,78.2,23.42,1.78,0.43%
111820,지와이커머스,2465,-1377,-3680,81,N/A,18.26,30.5,0.00%
111870,삼본전자,1655,1564,-274,1871,N/A,N/A,0.88,0.00%
112040,위메이드,24400,1635,-595,14452,N/A,36.04,1.69,2.46%
112240,에스에프씨,1815,-1549,-203,1636,N/A,N/A,1.11,
113810,디젠스,503,-1413,-91,597,N/A,10.36,0.84,
114120,크루셜텍,399,-4360,-4188,4010,N/A,23.08,0.1,0.00%
114190,강원,2500,-4116,-2082,1211,N/A,N/A,2.06,
114450,KPX생명과학,5880,1042,80,4024,73.76,121.34,1.46,
114570,지스마트글로벌,62,-31592,-8062,4177,N/A,153.45,0.01,0.00%
114630,우노앤컴퍼니,3330,3755,-36,5054,N/A,17.07,0.66,3.00%
114810,아이원스,5050,-1256,-247,9230,N/A,16.12,0.55,
115160,휴맥스,3365,2903,820,17276,4.11,N/A,0.19,
115180,큐리언트,21950,-19200,-2340,1786,N/A,N/A,12.29,
115310,인포바인,19700,53918,2817,39003,6.99,17.66,0.51,4.57%
115440,우리넷,7990,7003,283,7874,28.23,59.25,1.01,0.63%
115450,지트리비앤티,27000,-2360,-667,2588,N/A,121.34,10.43,
115480,씨유메디칼,2680,481,-178,2762,N/A,N/A,0.97,0.00%
115500,케이씨에스,3785,3574,236,1724,16.06,17.66,2.19,5.81%
115530,씨엔플러스,839,-336,-14,222,N/A,25.96,3.78,
115570,스타플렉스,6900,-5710,-1064,10102,N/A,35.46,0.68,1.16%
115610,이미지스,2215,-6826,-1045,1548,N/A,23.08,1.43,
115960,연우,19450,12767,1355,16906,14.35,9.38,1.15,0.82%
117670,알파홀딩스,5860,-3333,-822,3964,N/A,16.12,1.48,
117730,티로보틱스,8090,4570,-587,5327,N/A,153.45,1.52,
118990,모트렉스,3715,-4040,-1213,3313,N/A,10.36,1.12,0.00%
119500,포메탈,2320,1364,186,3776,12.48,N/A,0.61,2.59%
119610,인터로조,23000,22635,1503,11518,15.3,46.66,2,1.27%
119830,아이텍,5620,-981,-1108,5276,N/A,16.12,1.07,
119850,지엔씨에너지,4030,7578,411,5077,9.8,N/A,0.79,1.24%
119860,다나와,27700,24276,1804,8461,15.36,18.26,3.27,1.44%
120240,대정화금,13450,18514,855,17078,15.74,35.46,0.79,2.23%
121440,골프존뉴딘홀딩스,2840,-988,-751,10494,N/A,36.04,0.27,4.12%
121600,나노신소재,13150,12139,530,8684,24.83,35.46,1.51,0.91%
121800,비덴트,5780,6244,-258,7329,N/A,25.96,0.79,
121850,코이즈,1080,-3198,-3,1265,N/A,153.45,0.85,
121890,에스디시스템,739,-5239,-983,952,N/A,25.96,0.78,0.00%
122310,제노레이,8900,11350,975,4124,9.13,46.66,2.16,1.52%
122350,삼기오토모티브,1750,-4522,54,3726,32.15,10.36,0.47,0.00%
122450,KMH,5320,11494,668,9669,7.96,N/A,0.55,1.32%
122640,예스티,7700,-10910,-2276,4066,N/A,16.12,1.89,0.00%
122690,서진오토모티브,1825,-27892,-768,4379,N/A,10.36,0.42,
122870,와이지엔터테인먼트,30850,17176,-1118,18656,N/A,N/A,1.65,
122990,와이솔,10700,17232,1202,12324,8.9,23.08,0.87,2.34%
123010,아이에이네트웍스,1080,-1413,-280,231,N/A,16.12,4.67,0.00%
123040,엠에스오토텍,4850,-3057,551,4859,8.8,10.36,1,1.55%
123330,제닉,3775,-12054,-1708,3959,N/A,43.2,0.95,
123410,코리아에프티,2260,-391,206,4293,10.98,10.36,0.53,2.65%
123420,선데이토즈,18500,21461,310,14987,59.76,36.04,1.23,
123570,이엠넷,3470,4234,323,2617,10.76,14.58,1.33,0.86%
123750,알톤스포츠,1675,-3529,-959,1260,N/A,N/A,1.33,
123840,한일진공,629,407,-525,1811,N/A,23.08,0.35,0.00%
123860,아나패스,16700,-10991,-2193,5451,N/A,153.45,3.06,
124500,아이티센,5280,6412,21,1882,255.4,17.66,2.81,
124560,태웅로직스,4250,7996,630,2441,6.74,N/A,1.74,1.18%
125210,아모그린텍,12750,1647,109,2317,116.97,25.96,5.5,
126600,코프라,2840,7166,424,5167,6.69,10.36,0.55,2.46%
126640,화신정공,975,1433,95,2300,10.27,10.36,0.42,3.08%
126700,하이비젼시스템,8580,12639,562,8956,15.28,23.08,0.96,0.58%
126870,뉴로스,2670,-1210,-1129,2748,N/A,N/A,0.97,
126880,제이엔케이히터,3955,5258,355,4021,11.15,N/A,0.98,
127120,디엔에이링크,4905,-3310,-1148,842,N/A,873.47,5.83,0.00%
127160,매직마이크로,656,-1306,-243,898,N/A,153.45,0.73,0.00%
127710,아시아경제,1515,4738,146,4044,10.35,N/A,0.37,
128540,에코캡,2195,1582,72,4812,30.36,10.36,0.46,
128660,피제이메탈,1930,2139,85,1634,22.66,16.1,1.18,5.18%
130500,GH신소재,3835,1207,204,3899,18.8,10.36,0.98,
130580,나이스디앤비,8090,10645,686,3540,11.79,23.63,2.29,2.16%
130740,티피씨글로벌,1895,-548,-223,5882,N/A,10.36,0.32,1.06%
131030,디에이치피코리아,7300,12786,881,6600,8.28,121.34,1.11,1.37%
131090,시큐브,1350,1426,128,853,10.53,56.92,1.58,0.70%
131100,스카이이앤엠,2620,11,-592,1105,N/A,35.46,2.37,0.00%
131180,딜리,1425,1233,72,2031,19.83,N/A,0.7,2.81%
131220,대한과학,5860,4985,165,3790,35.61,873.47,1.55,1.02%
131290,티에스이,12100,20670,1462,16094,8.28,16.12,0.75,1.65%
131370,알서포트,5180,1861,162,1191,32.03,56.92,4.35,0.39%
131390,피앤이솔루션,13250,12085,1096,5497,12.09,46.17,2.41,
131400,액트,4880,627,-77,2355,N/A,25.96,2.07,
131760,파인텍,1445,139,3,1467,459.1,153.45,0.98,
131970,테스나,57800,37651,3079,20616,18.77,16.12,2.8,0.35%
133750,메가엠디,4255,885,18,2635,232.38,N/A,1.61,1.18%
134060,이퓨쳐,5980,3513,359,4087,16.65,N/A,1.46,
134580,디엠티,1800,883,-369,2256,N/A,N/A,0.8,
134780,화진,3060,-777,-859,2616,N/A,10.36,1.17,
136480,하림,2615,-4706,-459,2925,N/A,24.37,0.89,
136510,쎄미시스코,5540,-6127,-1060,4853,N/A,153.45,1.14,
136540,윈스,14950,14703,1207,10250,12.38,56.92,1.46,2.34%
137400,피엔티,9980,1839,-113,4351,N/A,46.17,2.29,
137940,넥스트아이,1220,1570,-77,1052,N/A,153.45,1.16,
137950,제이씨케미칼,4485,1320,540,4281,8.3,N/A,1.05,1.34%
138070,신진에스엠,4260,4943,271,8029,15.71,N/A,0.53,1.64%
138080,오이솔루션,42300,40678,4642,13114,9.11,58.75,3.23,0.95%
138360,에이씨티,4480,1037,59,3045,75.79,43.2,1.47,0.00%
138580,비즈니스온,11900,9090,462,3905,25.75,56.92,3.05,2.39%
138610,나이벡,10100,-1157,-316,2767,N/A,46.66,3.65,
138690,엘아이에스,6880,-3910,-231,2826,N/A,153.45,2.43,0.00%
139050,데일리블록체인,615,-952,-288,417,N/A,17.66,1.48,0.00%
139670,키네마스터,11300,-186,5,960,2479.7,56.92,11.78,
140070,서플러스글로벌,1675,5494,43,3413,39.2,16.12,0.49,
140410,메지온,152500,-20459,-2681,4920,N/A,121.34,31,
140520,대창스틸,1915,-418,-35,4685,N/A,11.87,0.41,5.22%
140670,알에스오토메이션,6950,1956,16,4325,424.23,N/A,1.61,
140860,파크시스템스,36050,18801,1277,6656,28.22,25.96,5.42,0.33%
141000,비아트론,7430,19719,396,10954,18.75,153.45,0.68,
141020,포티스,108,-509,-16151,11122,N/A,18.26,0.01,0.00%
141070,맥스로텍,1290,-1557,-379,969,N/A,N/A,1.33,0.00%
141080,레고켐바이오,50300,8693,1132,9473,44.45,873.47,5.31,
142210,유니트론텍,4355,9223,291,4158,14.98,16.12,1.05,2.30%
142280,녹십자엠에스,7230,-1923,-1311,2353,N/A,46.66,3.07,
142760,바이오리더스,7780,-5344,-1622,1347,N/A,N/A,5.78,0.00%
143160,아이디스,19100,12150,178,14773,107.04,25.96,1.29,1.31%
143240,사람인에이치알,27050,28161,2188,10088,12.36,23.63,2.68,2.14%
143540,영우디에스피,1485,-1443,-77,591,N/A,153.45,2.51,
144510,녹십자랩셀,47500,-385,-216,4174,N/A,N/A,11.38,0.05%
144960,뉴파워프라즈마,3345,3420,133,3315,25.16,16.12,1.01,
145020,휴젤,344800,266102,9516,167536,36.23,N/A,2.06,
147760,마이크로프랜드,3570,-1806,-429,3801,N/A,16.12,0.94,
147830,제룡산업,5050,6915,255,5686,19.84,N/A,0.89,1.98%
148140,비디아이,8510,3923,-13,3929,N/A,N/A,2.17,0.00%
148150,세경하이테크,27550,26982,2011,11869,13.7,23.08,2.32,0.91%
148250,알엔투테크놀로지,10650,5535,135,4500,79.06,58.75,2.37,0.47%
149940,모다,155,-5351,-814,510,N/A,58.75,0.3,
149950,아바텍,6300,7334,464,9696,13.59,142.54,0.65,1.59%
149980,하이로닉,3840,2551,206,3240,18.64,46.66,1.19,1.46%
150840,인트로메딕,2835,-1170,-943,598,N/A,46.66,4.74,
150900,파수,3715,627,-408,1774,N/A,56.92,2.09,
151860,KGETS,4345,6810,2735,6913,1.59,7.74,0.63,2.53%
151910,나노스,4635,-625,-148,260,N/A,23.08,17.85,
153460,네이블,5100,563,-57,3747,N/A,56.92,1.36,
153490,우리이앤엘,862,1686,97,1246,8.89,153.45,0.69,
153710,옵티팜,6830,885,-46,2477,N/A,121.34,2.76,
154030,아시아종묘,4940,-2420,-309,1538,N/A,N/A,3.21,0.00%
154040,솔루에타,2310,2555,-207,4924,N/A,10.36,0.47,
155650,와이엠씨,9160,5385,-81,4194,N/A,153.45,2.18,
156100,엘앤케이바이오,7010,-7982,-892,2414,N/A,46.66,2.9,
158310,스타모빌리티,505,-3264,-750,2450,N/A,N/A,0.21,0.00%
158430,아톤,21250,17697,-3106,10716,N/A,64.94,1.98,
159580,제로투세븐,8410,5296,466,3694,18.06,17.07,2.28,
159910,스킨앤스킨,325,-264,-53,287,N/A,43.2,1.13,0.00%
160550,NEW,3790,-2380,-309,3979,N/A,N/A,0.95,
160600,에스엔텍비엠,310,-4494,-1535,571,N/A,153.45,0.54,
160980,싸이맥스,9390,12379,401,10239,23.42,16.12,0.92,2.66%
161570,THEMIDONG,2025,-872,-237,2115,N/A,10.36,0.96,
