code,name,stock_price,expectd_value,EPS,BPS,PER,industry_PER,PBR,dividend_yield
000020,동화약품,7720,9863,337,10898,22.93,121.34,0.71,1.55%
000040,KR모터스,803,-5469,-855,392,N/A,7.65,2.05,0.00%
000050,경방,10600,-1312,1591,28074,6.66,17.07,0.38,1.18%
000060,메리츠화재,13750,N/A,2643,21819,5.2,8.91,0.63,6.18%
000070,삼양홀딩스,50900,129742,3481,183426,14.62,24.37,0.28,3.93%
000080,하이트진로,29050,-9140,-594,14796,N/A,N/A,1.96,2.41%
000100,유한양행,46700,23394,588,26384,79.42,121.34,1.77,0.82%
000120,CJ대한통운,147500,-30197,1741,164787,84.7,16.2,0.9,
000140,하이트진로홀딩스,12050,-59968,-903,19950,N/A,N/A,0.6,2.90%
000150,두산,38100,-111022,18218,87742,2.09,14.25,0.43,13.65%
000180,성창기업지주,1435,-2031,-156,8072,N/A,N/A,0.18,
000210,대림산업,78700,311056,17228,153815,4.57,5.83,0.51,1.65%
000220,유유제약,11750,11669,616,12364,19.07,121.34,0.95,1.79%
000230,일동홀딩스,8220,-33206,-1946,12183,N/A,121.34,0.67,1.16%
000240,한국테크놀로지그룹,9740,51427,1627,35779,5.99,10.36,0.27,3.59%
000270,기아차,29900,53794,4506,72277,6.64,7.65,0.41,3.85%
000300,대유플러스,646,1566,152,953,4.24,10.36,0.68,
000320,노루홀딩스,9250,15998,339,35058,27.25,81.51,0.26,4.32%
000370,한화손해보험,2095,N/A,-567,12154,N/A,8.91,0.17,
000390,삼화페인트,5110,1956,143,12408,35.78,81.51,0.41,2.45%
000400,롯데손해보험,1490,N/A,-300,3125,N/A,8.91,0.48,
000430,대원강업,2950,2473,258,7743,11.41,10.36,0.38,3.90%
000480,조선내화,74300,127204,6088,182083,12.2,16.1,0.41,5.38%
000490,대동공업,4525,-2025,131,10324,34.52,N/A,0.44,1.33%
000500,가온전선,14800,11110,1314,65308,11.27,N/A,0.23,4.05%
000520,삼일제약,17450,-9098,121,10203,144.26,121.34,1.71,0.86%
000540,흥국화재,2400,N/A,590,10926,4.07,8.91,0.22,
000590,CS홀딩스,45500,262739,8382,196805,5.43,11.87,0.23,1.10%
000640,동아쏘시오홀딩스,89900,102607,3220,121392,27.92,121.34,0.74,1.11%
000650,천일고속,56200,4000,506,35741,111.17,5.76,1.57,8.90%
000660,SK하이닉스,84100,127417,2765,70071,30.41,16.12,1.2,1.19%
000670,영풍,508000,1108461,126504,1893161,4.02,23.08,0.27,1.97%
000680,LS네트웍스,1800,-1742,-877,7067,N/A,17.07,0.25,
000700,유수홀딩스,6000,13051,156,9072,38.37,16.2,0.66,
000720,현대건설,33150,98521,3656,59778,9.07,5.83,0.55,1.81%
000760,이화산업,13000,-30562,-1615,36329,N/A,35.46,0.36,
000810,삼성화재,191500,N/A,12716,336392,15.06,8.91,0.57,4.44%
000850,화천기공,30550,137617,3388,134845,9.02,N/A,0.23,4.09%
000860,강남제비스코,16300,39299,2250,81019,7.25,81.51,0.2,3.07%
000880,한화,18350,-9984,919,48086,19.97,35.46,0.38,3.81%
000890,보해양조,872,-987,-131,635,N/A,N/A,1.37,
000910,유니온,2830,976,-1012,6790,N/A,81.51,0.42,3.53%
000950,전방,12350,-242560,-23962,74136,N/A,17.07,0.17,
000970,한국주철관,8960,9358,441,12466,20.3,11.87,0.72,2.23%
000990,DB하이텍,24050,33735,2351,14844,10.23,16.12,1.62,1.46%
001020,페이퍼코리아,1285,-8636,-971,436,N/A,N/A,2.95,
001040,CJ,72200,-49005,7491,139228,9.64,14.25,0.52,2.56%
001060,JW중외제약,29450,-2044,-1133,10461,N/A,121.34,2.82,1.07%
001070,대한방직,19400,-18463,-2943,35259,N/A,17.07,0.55,
001080,만호제강,13000,36837,250,74271,51.96,11.87,0.18,1.54%
001120,LG상사,12800,16737,737,30303,17.36,12.85,0.42,2.34%
001130,대한제분,125500,347687,10055,461851,12.48,24.37,0.27,1.59%
001140,국보,1620,-1419,-424,1333,N/A,16.2,1.22,0.00%
001200,유진투자증권,1980,N/A,427,8153,4.64,4.59,0.24,3.54%
001210,금호전기,3460,-15483,-3534,3383,N/A,153.45,1.02,
001230,동국제강,4080,-6993,-718,19568,N/A,11.87,0.21,
001250,GS글로벌,1605,3816,-207,4353,N/A,12.85,0.37,
001260,남광토건,9450,6728,393,5384,24.04,5.83,1.76,
001270,부국증권,17200,N/A,2055,54507,8.37,4.59,0.32,6.98%
001290,상상인증권,1175,N/A,-93,1622,N/A,4.59,0.72,
001340,백광산업,2760,2462,357,3895,7.73,35.41,0.71,2.72%
001360,삼성제약,4365,30,113,2423,38.52,121.34,1.8,
001380,SG충방,1195,327,17,2963,71.33,10.36,0.4,
001390,KG케미칼,13000,-55235,7569,26621,1.72,35.46,0.49,2.69%
001420,태원물산,3265,2120,71,4391,46.07,10.36,0.74,2.60%
001430,세아베스틸,9030,4247,480,51897,18.82,11.87,0.17,3.32%
001440,대한전선,645,47,-14,349,N/A,N/A,1.85,
001450,현대해상,24550,N/A,3011,56567,8.15,8.91,0.43,3.58%
001460,BYC,193000,73293,33063,520430,5.84,17.07,0.37,0.57%
001470,삼부토건,691,444,58,1531,11.93,5.83,0.45,
001500,현대차증권,7650,N/A,2322,25525,3.29,4.59,0.3,7.84%
001510,SK증권,619,N/A,66,1226,9.45,4.59,0.51,1.62%
001520,동양,1195,1166,-2,4063,N/A,81.51,0.29,3.35%
001530,DI동일,62500,118065,5025,271365,12.44,17.07,0.23,2.36%
001550,조비,17650,994,-25,9238,N/A,35.46,1.91,
001560,제일연마,5710,10013,640,11195,8.92,16.1,0.51,3.85%
001570,금양,2190,1141,-247,1733,N/A,35.46,1.26,
001620,케이비아이동국실업,604,-4994,-32,2665,N/A,10.36,0.23,
001630,종근당홀딩스,114000,200078,8988,93600,12.68,121.34,1.22,1.14%
001680,대상,19450,23262,2976,27896,6.53,24.37,0.7,3.08%
001720,신영증권,46250,N/A,5326,140556,8.68,4.59,0.33,5.95%
001740,SK네트웍스,5000,-13108,-530,8990,N/A,14.25,0.56,2.40%
001750,한양증권,6000,N/A,1672,22324,3.59,4.59,0.27,5.83%
001770,신화실업,20200,24571,793,28118,25.48,11.87,0.72,0.50%
001780,알루코,1840,-2313,-98,2755,N/A,16.1,0.67,
001790,대한제당,17100,10867,1533,50588,11.16,24.37,0.34,3.95%
001800,오리온홀딩스,14350,31275,772,32019,18.58,24.37,0.45,4.53%
001820,삼화콘덴서,49550,48284,2852,14890,17.37,46.17,3.33,0.50%
001880,삼호,20350,92246,6265,30162,3.25,5.83,0.67,1.97%
001940,KISCO홀딩스,9930,77497,2408,53446,4.12,11.87,0.19,2.82%
002020,코오롱,21050,-7391,-1244,43841,N/A,35.46,0.48,2.38%
002030,아세아,82500,370893,22002,408663,3.75,9.38,0.2,2.12%
002070,남영비비안,1065,191,-32,1600,N/A,17.07,0.67,
002100,경농,12500,4782,209,10302,59.74,35.46,1.21,1.76%
002140,고려산업,2585,2204,180,3883,14.39,24.37,0.67,1.16%
002150,도화엔지니어링,8880,8782,516,7537,17.23,5.83,1.18,2.82%
002170,삼양통상,50800,207074,14733,115202,3.45,17.07,0.44,1.97%
002200,수출포장,17950,55438,4505,61942,3.98,9.38,0.29,3.34%
002210,동성제약,11350,-1147,-328,2970,N/A,121.34,3.82,
002220,한일철강,1520,-6098,-478,7359,N/A,11.87,0.21,
002240,고려제강,15300,26300,499,68850,30.66,11.87,0.22,2.29%
002270,롯데푸드,358000,411165,33151,777670,10.8,24.37,0.46,3.35%
002300,한국제지,13550,-10091,-4330,90307,N/A,N/A,0.15,1.48%
002310,아세아제지,29600,88459,6860,65302,4.31,9.38,0.45,2.03%
002320,한진,48650,-104964,-261,75968,N/A,16.2,0.64,1.03%
002350,넥센타이어,6060,8472,1135,15139,5.34,10.36,0.4,1.73%
002360,SH에너지화학,893,485,-26,881,N/A,35.46,1.01,
002380,KCC,144000,278272,-21079,452732,N/A,81.51,0.32,3.82%
002390,한독,22500,14106,2538,24757,8.87,121.34,0.91,1.22%
002410,범양건영,2780,4004,794,2819,3.5,5.83,0.99,
002420,세기상사,50300,-52496,-2309,55045,N/A,N/A,0.91,
002450,삼익악기,1490,-1,151,2685,9.88,N/A,0.55,3.36%
002460,화성산업,8620,56567,616,30635,13.99,5.83,0.28,5.80%
002600,조흥,131000,203080,13076,215770,10.02,24.37,0.61,4.58%
002620,제일파마홀딩스,14100,2705,-5676,25632,N/A,121.34,0.55,0.50%
002630,오리엔트바이오,764,-663,-192,536,N/A,10.36,1.42,0.00%
002690,동일제강,1835,4497,74,8703,24.65,11.87,0.21,0.54%
002700,신일산업,1845,1458,61,986,30.49,15.74,1.87,1.08%
002710,TCC스틸,1700,5455,219,5299,7.75,11.87,0.32,1.71%
002720,국제약품,7050,973,-259,3479,N/A,121.34,2.03,
002760,보락,1775,304,11,734,163.94,24.37,2.42,0.28%
002780,진흥기업,2105,2322,139,665,15.18,5.83,3.17,
002790,아모레G,62500,66572,1498,37530,41.72,43.2,1.67,0.48%
002810,삼영무역,13150,19589,1941,19965,6.78,35.46,0.66,2.54%
002820,선창산업,3160,-19385,-2973,17712,N/A,N/A,0.18,
002840,미원상사,61000,74415,6164,44134,9.9,35.46,1.38,1.07%
002870,신풍제지,1270,3329,562,2500,2.26,9.38,0.51,4.72%
002880,대유에이텍,746,-2179,94,1032,7.9,10.36,0.72,
002900,동양물산,1000,-898,54,903,18.69,N/A,1.11,
002920,유성기업,2530,10198,670,10761,3.78,10.36,0.24,7.91%
002960,한국쉘석유,257500,243775,16174,75323,15.92,28.46,3.42,6.21%
002990,금호산업,7430,17219,323,10676,23.04,5.83,0.7,6.73%
003000,부광약품,27650,5780,-111,5091,N/A,121.34,5.43,0.69%
003010,혜인,4315,5598,365,9249,11.83,12.85,0.47,1.39%
003030,세아제강지주,27750,188656,-742,238819,N/A,11.87,0.12,5.41%
003060,에이프로젠제약,1635,1129,-47,1019,N/A,121.34,1.6,
003070,코오롱글로벌,7570,7093,1911,18373,3.96,5.83,0.41,4.62%
003080,성보화학,3960,2431,-143,7390,N/A,35.46,0.54,3.41%
003090,대웅,13600,17415,1074,14534,12.66,121.34,0.94,0.74%
003120,일성신약,91400,120857,2526,225255,36.19,121.34,0.41,0.82%
003160,디아이,2960,3164,21,4676,144.01,16.12,0.63,1.69%
003200,일신방직,54800,181588,2940,308735,18.64,17.07,0.18,2.74%
003220,대원제약,15150,15612,1348,10275,11.24,121.34,1.47,1.67%
003230,삼양식품,101000,89646,7906,37663,12.78,24.37,2.68,0.79%
003240,태광산업,756000,4134104,122200,3777146,6.19,35.46,0.2,0.21%
003280,흥아해운,258,-3199,-554,277,N/A,N/A,0.93,0.00%
003300,한일홀딩스,38900,28251,2304,166986,16.89,81.51,0.23,5.91%
003350,한국화장품제조,37100,9751,-328,13249,N/A,43.2,2.8,0.27%
003410,쌍용양회,4980,2511,259,3566,19.2,81.51,1.4,8.43%
003460,유화증권,2300,N/A,84,7469,27.42,4.59,0.31,5.22%
003470,유안타증권,2395,N/A,381,6150,6.29,4.59,0.39,
003480,한진중공업홀딩스,3200,-32101,1025,12788,3.12,13.5,0.25,
003490,대한항공,20900,-201156,-6556,27682,N/A,N/A,0.76,
003520,영진약품,5010,295,28,633,182.17,121.34,7.92,
003530,한화투자증권,1610,N/A,505,5296,3.19,4.59,0.3,
003540,대신증권,9410,N/A,1091,29197,8.62,4.59,0.32,10.63%
003550,LG,62100,165317,6141,107111,10.11,14.25,0.58,3.54%
003560,IHQ,1560,741,-453,950,N/A,N/A,1.64,
003570,S&T중공업,5430,10255,501,23066,10.85,10.36,0.24,5.52%
003580,넥스트사이언스,7220,254,-901,2692,N/A,81.51,2.68,
003610,방림,1725,2710,140,4824,12.33,17.07,0.36,2.32%
003620,쌍용차,1520,-19148,-2290,2690,N/A,7.65,0.56,
003650,미창석유,56500,190451,10189,168403,5.55,28.46,0.34,3.54%
003670,포스코케미칼,52100,16478,1672,16356,31.16,35.46,3.19,0.77%
003680,한성기업,4325,-20870,-2868,8625,N/A,24.36,0.5,
003690,코리안리,7960,N/A,1568,21418,5.08,8.91,0.37,6.28%
003720,삼영화학,1010,-1771,-59,1286,N/A,35.46,0.79,
003780,진양산업,2990,4892,525,3159,5.7,35.46,0.95,6.69%
003830,대한화섬,80000,338613,16958,474854,4.72,35.46,0.17,0.51%
003850,보령제약,12800,6445,729,6731,17.56,121.34,1.9,0.78%
003920,남양유업,332500,661105,32968,1077820,10.09,24.37,0.31,0.30%
003960,사조대림,13450,19771,10553,43195,1.27,24.37,0.31,1.12%
004000,롯데정밀화학,33600,95179,6526,58622,5.15,35.46,0.57,5.06%
004020,현대제철,19750,-12287,128,128729,154.08,11.87,0.15,3.80%
004060,SG세계물산,678,438,48,1012,14.2,17.07,0.67,
004080,신흥,9480,1123,213,9216,44.52,46.66,1.03,2.11%
004090,한국석유,96100,61125,-11586,222512,N/A,35.46,0.43,1.56%
004100,태양금속,1050,-6177,-553,1785,N/A,10.36,0.59,0.48%
004140,동방,2185,-5351,-243,2710,N/A,16.2,0.81,
004150,한솔홀딩스,3000,10359,536,9401,5.6,N/A,0.32,0.00%
004170,신세계,252500,-86941,53472,399182,4.72,38.1,0.63,0.79%
004200,고려개발,8150,34304,1907,9394,4.27,5.83,0.87,
004250,NPC,3300,6332,343,6756,9.63,35.46,0.49,3.03%
004270,남성,2245,-828,-59,2842,N/A,25.96,0.79,1.11%
004310,현대약품,4255,896,36,3245,117.55,121.34,1.31,1.06%
004360,세방,8780,25605,240,35795,36.6,16.2,0.25,1.99%
004370,농심,288500,190122,11672,333399,24.72,24.37,0.87,1.39%
004380,삼익THK,10350,5007,155,9099,66.56,N/A,1.14,1.45%
004410,서울식품,176,-78,-6,73,N/A,24.37,2.39,
004430,송원산업,11400,18210,1448,17983,7.87,35.46,0.63,1.32%
004440,대림씨엔에스,6140,9608,211,21895,29.14,81.51,0.28,0.62%
004450,삼화왕관,40100,33661,3876,79015,10.35,9.35,0.51,3.37%
004490,세방전지,28150,105541,5597,76699,5.03,10.36,0.37,1.78%
004540,깨끗한나라,3680,-11041,-322,4263,N/A,N/A,0.86,
004560,현대비앤지스틸,6790,31496,1434,26531,4.74,16.1,0.26,1.47%
004690,삼천리,71700,-133743,9327,360412,7.69,13.5,0.2,4.18%
004700,조광피혁,41300,55623,2181,77404,18.94,17.07,0.53,
004710,한솔테크닉스,5610,5219,234,8324,24.02,153.45,0.67,
004720,우리들제약,6510,4207,26,4818,249.73,121.34,1.35,
004770,써니전자,3400,1984,20,1598,173.85,25.96,2.13,
004800,효성,66800,44590,4921,120034,13.58,14.25,0.56,7.49%
004830,덕성,2775,930,11,4069,256.29,17.07,0.68,0.72%
004840,DRB동일,4040,12294,445,18377,9.07,10.36,0.22,2.48%
004870,티웨이홀딩스,1165,-4111,-388,2103,N/A,N/A,0.55,
004890,동일산업,48950,130734,1547,163392,31.65,11.87,0.3,1.53%
004910,조광페인트,5350,-1322,-181,16451,N/A,81.51,0.33,3.74%
004920,씨아이테크,814,-1296,-237,1760,N/A,N/A,0.46,0.00%
004960,한신공영,12300,118346,6210,43694,1.98,5.83,0.28,2.85%
004970,신라교역,9500,14894,645,32378,14.74,24.37,0.29,5.26%
004980,성신양회,7000,-7497,690,16107,10.14,81.51,0.43,2.14%
004990,롯데지주,27450,33120,-3395,93687,N/A,24.37,0.29,4.01%
005010,휴스틸,6750,17047,-1648,52030,N/A,11.87,0.13,4.44%
005030,부산주공,369,-6698,-510,709,N/A,10.36,0.52,
005070,코스모신소재,9300,1359,-251,5028,N/A,35.46,1.85,
005090,삼광글라스,26950,-34555,-41,56948,N/A,9.38,0.47,3.71%
005110,한창,2500,1053,-124,796,N/A,5.78,3.14,
005180,빙그레,54200,71591,4168,64595,13,24.37,0.84,2.68%
005190,동성화학,15500,41945,2492,22194,6.22,35.46,0.7,3.87%
005250,녹십자홀딩스,21250,6596,60,17903,355.98,121.34,1.19,1.53%
005300,롯데칠성,99700,-51115,-16243,147638,N/A,N/A,0.68,2.71%
005320,국동,1820,629,-186,2355,N/A,17.07,0.77,0.00%
005360,모나미,3140,-3,-92,3873,N/A,3.49,0.81,2.23%
005380,현대차,100500,-142834,10761,267549,9.34,7.65,0.38,3.98%
005390,신성통상,1105,1462,40,1724,27.7,17.07,0.64,
005420,코스모화학,8230,-6090,-754,5357,N/A,35.46,1.54,
005430,한국공항,34000,90326,5136,105627,6.62,9.48,0.32,2.94%
005440,현대그린푸드,7400,21382,561,19669,13.19,29.93,0.38,2.84%
005450,신한,4945,5717,-1841,4623,N/A,5.83,1.07,
005490,POSCO,176000,502199,21048,555096,8.36,11.87,0.32,5.68%
005500,삼진제약,23850,42299,812,16051,29.38,121.34,1.49,3.35%
005610,SPC삼립,72700,-8151,2341,39828,31.06,24.37,1.83,1.52%
005680,삼영전자,7160,19532,428,24220,16.74,46.17,0.3,3.49%
005690,파미셀,18500,961,73,859,255.17,35.46,21.53,
005720,넥센,4555,15802,1037,18356,4.39,10.36,0.25,1.76%
005740,크라운해태홀딩스,8400,-15087,-1342,17431,N/A,24.37,0.48,1.19%
005750,대림B&Co,3430,793,132,9705,25.97,661.11,0.35,3.79%
005800,신영와코루,79900,200919,4238,343727,18.85,17.07,0.23,1.88%
005810,풍산홀딩스,27900,93255,3063,109757,9.11,16.1,0.25,5.02%
005820,원림,16400,43772,1348,46208,12.16,9.38,0.35,1.52%
005830,DB손해보험,37700,N/A,5334,93984,7.07,8.91,0.4,3.98%
005850,에스엘,13650,18209,1533,29477,8.91,10.36,0.46,2.93%
005870,휴니드,5330,13395,564,8562,9.45,17.69,0.62,
005880,대한해운,18300,-34765,3705,34563,4.94,N/A,0.53,
005930,삼성전자,51400,77684,3166,37528,16.24,16.12,1.37,2.75%
005940,NH투자증권,9110,N/A,1584,17975,5.75,4.59,0.51,5.49%
005950,이수화학,10300,5397,-481,20913,N/A,35.46,0.49,3.88%
005960,동부건설,7870,31671,2803,19063,2.81,5.83,0.41,8.89%
006040,동원산업,194500,376962,12632,282744,15.4,24.37,0.69,1.03%
006060,화승인더,7930,11490,1066,6123,7.44,17.07,1.3,0.57%
006090,사조오양,7660,15161,1402,17782,5.46,24.37,0.43,1.31%
006110,삼아알미늄,3610,1784,450,9893,8.02,16.1,0.36,3.05%
006120,SK디스커버리,26050,78443,8844,82553,2.95,28.46,0.32,2.69%
006200,한국전자홀딩스,529,-674,-266,2443,N/A,16.12,0.22,
006220,제주은행,2970,N/A,869,15491,3.42,3.5,0.19,3.37%
006260,LS,34450,104838,787,114028,43.79,N/A,0.3,4.21%
006280,녹십자,148500,60898,-311,91888,N/A,121.34,1.62,0.67%
006340,대원전선,969,568,-12,1136,N/A,N/A,0.85,
006360,GS건설,23700,79844,5552,50056,4.27,5.83,0.47,4.22%
006370,대구백화점,5180,-33876,-1837,35559,N/A,38.1,0.15,1.93%
006380,카프로,2995,-3985,-2070,4613,N/A,35.46,0.65,
006390,한일현대시멘트,30000,4414,2458,12164,12.21,81.51,2.47,3.33%
006400,삼성SDI,286500,160930,5066,184305,56.55,46.17,1.55,0.35%
006490,인스코비,2890,496,-271,262,N/A,10.48,11.03,
006570,대림통상,4050,-721,-765,6005,N/A,661.11,0.67,3.46%
006650,대한유화,107000,305069,16360,287983,6.54,35.46,0.37,2.34%
006660,삼성공조,6180,18963,585,27069,10.56,10.36,0.23,0.97%
006740,영풍제지,3165,7330,418,6648,7.57,N/A,0.48,1.26%
006800,미래에셋대우,5440,N/A,811,13052,6.71,4.59,0.42,4.78%
006840,AK홀딩스,21400,5492,2135,63415,10.03,35.46,0.34,3.50%
006880,신송홀딩스,3645,-4904,-2905,7609,N/A,29.93,0.48,2.19%
006890,태경케미컬,4920,8645,847,10362,5.81,35.46,0.47,3.05%
006980,우성사료,3090,660,386,6744,8.01,24.37,0.46,0.49%
007070,GS리테일,31850,-22783,1729,28232,18.42,38.1,1.13,2.35%
007110,일신석재,2390,182,12,671,203.58,81.51,3.56,
007120,미래아이앤지,381,348,108,540,3.52,17.66,0.71,
007160,사조산업,28150,38024,-2557,80809,N/A,24.37,0.35,0.53%
007210,벽산,1485,653,-40,3992,N/A,81.51,0.37,
007280,한국특수형강,1430,-4472,-690,2085,N/A,11.87,0.69,
007310,오뚜기,536000,367510,26861,376620,19.95,24.37,1.42,1.40%
007340,디티알오토모티브,24100,91625,6584,68983,3.66,10.36,0.35,6.22%
007460,에이프로젠KIC,2335,2712,86,1973,27.29,N/A,1.18,
007540,샘표,33900,94777,4195,72820,8.08,24.37,0.47,0.59%
007570,일양약품,34350,7841,511,10557,67.19,121.34,3.25,0.35%
007590,동방아그로,5830,10101,473,11682,12.33,35.46,0.5,4.29%
007610,선도전기,2730,1177,-119,4832,N/A,N/A,0.56,0.92%
007630,폴루스바이오팜,1225,-990,-345,1510,N/A,58.75,0.81,0.00%
007660,이수페타시스,2990,-2426,-339,4072,N/A,25.96,0.73,2.34%
007690,국도화학,43200,96624,5958,92813,7.25,35.46,0.47,3.47%
007700,F&F,111500,93892,7156,31494,15.58,17.07,3.54,0.90%
007810,코리아써키트,8160,13260,25,12169,324.49,25.96,0.67,
007860,서연,3200,-19074,-2554,19459,N/A,10.36,0.16,1.56%
007980,태평양물산,1780,3604,225,3710,7.92,17.07,0.48,1.69%
008040,사조동아원,947,306,6,1502,146.68,24.37,0.63,
008060,대덕전자,8150,12738,794,14955,10.27,25.96,0.54,3.68%
008110,대동전자,3660,6839,488,15843,7.49,25.96,0.23,
008250,이건산업,5650,-1986,71,16664,79.21,81.51,0.34,3.54%
008260,NI스틸,1725,383,224,3877,7.69,11.87,0.44,2.90%
008350,남선알미늄,4545,1878,269,1659,16.89,661.11,2.74,
008420,문배철강,2120,3962,116,5682,18.33,11.87,0.37,2.36%
008490,서흥,40850,25145,2742,26586,14.9,873.47,1.54,0.98%
008500,일정실업,9540,-96625,-11334,24994,N/A,10.36,0.38,
008560,메리츠증권,3015,N/A,780,5934,3.86,4.59,0.51,6.63%
008600,윌비스,1465,-1844,-634,1900,N/A,17.07,0.77,
008700,아남전자,1620,-735,6,748,284.7,N/A,2.17,
008730,율촌화학,13500,4708,734,13790,18.38,9.38,0.98,3.70%
008770,호텔신라,77700,30180,4243,24282,18.31,23.42,3.2,0.45%
008870,금비,50100,131923,4160,127028,12.04,9.38,0.39,3.39%
008930,한미사이언스,28050,9841,466,9982,60.23,121.34,2.81,0.70%
008970,동양철관,1010,-138,15,671,67.49,11.87,1.5,
009070,KCTC,2345,1226,238,6429,9.86,16.2,0.36,1.92%
009140,경인전자,17400,19296,155,40941,112.46,N/A,0.43,1.44%
009150,삼성전기,114000,108071,6627,69957,17.2,25.96,1.63,0.96%
009160,SIMPAC,2435,1911,145,7287,16.79,N/A,0.33,2.46%
009180,한솔로지스틱스,1350,1005,215,1713,6.28,16.2,0.79,2.96%
009190,대양금속,2445,2775,132,1907,18.52,16.1,1.28,0.00%
009200,무림페이퍼,2085,2569,-231,10529,N/A,N/A,0.2,2.40%
009240,한샘,63800,19522,1815,33659,35.14,17.18,1.9,1.88%
009270,신원,1650,1100,17,2595,95.75,17.07,0.64,
009290,광동제약,6010,9860,440,10686,13.66,121.34,0.56,1.33%
009310,참엔지니어링,1280,1446,-387,1012,N/A,153.45,1.27,
009320,대우부품,2295,-231,-52,775,N/A,10.36,2.96,
009410,태영건설,13850,38856,1152,16307,12.03,5.83,0.85,1.08%
009420,한올바이오파마,25150,4394,367,2744,68.52,121.34,9.17,
009440,KC그린홀딩스,3650,1380,364,8108,10.02,N/A,0.45,1.64%
009450,경동나비엔,35750,24389,2186,23829,16.35,15.74,1.5,0.84%
009460,한창제지,2090,1600,124,1440,16.91,9.38,1.45,0.96%
009470,삼화전기,15100,9960,460,6665,32.85,46.17,2.27,0.66%
009540,한국조선해양,82000,-5226,2318,163572,35.37,N/A,0.5,
009580,무림P&P,3290,7750,162,9842,20.31,N/A,0.33,5.32%
009680,모토닉,7290,11706,344,18539,21.19,10.36,0.39,4.12%
009770,삼정펄프,22700,61283,1868,73851,12.15,13.46,0.31,
009810,엔케이물산,722,341,-40,495,N/A,N/A,1.46,
009830,한화솔루션,14400,4095,-1457,35228,N/A,35.46,0.41,1.39%
009970,영원무역홀딩스,35450,271584,8870,118552,4,17.07,0.3,2.82%
010040,한국내화,3380,5324,187,6290,18.03,16.1,0.54,1.04%
010050,우리종금,555,N/A,79,545,7.01,6.53,1.02,
010060,OCI,39550,-6836,-33308,110515,N/A,35.46,0.36,
010100,한국프랜지,1680,-383,373,7092,4.51,10.36,0.24,2.98%
010120,LSELECTRIC,38650,71672,3462,46397,11.16,N/A,0.83,3.10%
010130,고려아연,404000,575551,33541,379956,12.04,16.1,1.06,3.47%
010140,삼성중공업,4335,-9036,-2080,8682,N/A,N/A,0.5,
010400,우진아이엔에스,6610,21867,279,14296,23.71,5.83,0.46,3.78%
010420,한솔PNS,1400,2731,154,2004,9.09,N/A,0.7,1.79%
010580,지코,306,-799,-179,315,N/A,10.36,0.97,0.00%
010600,웰바이오텍,2025,-1218,-368,1774,N/A,17.07,1.14,
010620,현대미포조선,30750,33767,1333,58106,23.06,N/A,0.53,1.14%
010640,진양폴리,2555,914,755,2658,3.38,35.46,0.96,3.91%
010660,화천기계,2940,-557,-279,5961,N/A,N/A,0.49,
010690,화신,2145,-4727,190,9103,11.28,10.36,0.24,2.33%
010770,평화홀딩스,3120,-16940,-942,8415,N/A,10.36,0.37,4.81%
010780,아이에스동서,24200,65160,2139,35591,11.31,5.83,0.68,2.89%
010820,퍼스텍,1730,-3584,-224,586,N/A,17.69,2.95,
010950,S-Oil,67200,-10809,561,55803,119.76,28.46,1.2,0.30%
010960,삼호개발,4245,13815,863,8026,4.92,5.83,0.53,4.48%
011000,진원생명과학,14100,-2500,-313,978,N/A,N/A,14.42,0.00%
011070,LG이노텍,132500,93851,4323,93161,30.65,25.96,1.42,0.23%
011090,에넥스,894,-217,-61,980,N/A,17.18,0.91,
011150,CJ씨푸드,3990,348,51,1781,78.86,24.37,2.24,
011170,롯데케미칼,194000,443885,20860,385244,9.3,35.46,0.5,3.45%
011200,HMM,3655,-26645,-1860,3420,N/A,N/A,1.07,
011210,현대위아,35150,27121,2030,116401,17.31,10.36,0.3,1.99%
011230,삼화전자,2600,-4692,-302,1132,N/A,25.96,2.3,
011280,태림포장,3810,1342,263,4448,14.51,9.38,0.86,
011300,성안,447,-3641,-203,1171,N/A,17.07,0.38,
011330,유니켐,1455,2061,234,1255,6.22,17.07,1.16,
011390,부산산업,143000,57660,3684,52812,38.82,81.51,2.71,0.17%
011420,갤럭시아에스엠,1300,-626,-50,791,N/A,N/A,1.64,
011500,한농화성,4210,7643,638,7864,6.6,35.46,0.54,3.56%
011690,유양디앤유,1220,-688,-164,1985,N/A,153.45,0.61,
011700,한신기계,1435,2461,50,2548,28.83,N/A,0.56,1.05%
011760,현대상사,13800,17907,1236,26881,11.16,12.85,0.51,4.35%
011780,금호석유,66200,123254,8796,94221,7.53,35.46,0.7,2.27%
011790,SKC,50200,22061,1591,44022,31.55,35.46,1.14,1.99%
011810,STX,6150,-10565,-1663,2866,N/A,12.85,2.15,
011930,신성이엔지,914,-120,12,858,75.79,16.12,1.07,
012030,DB,705,1191,22,1104,32.2,17.66,0.64,
012160,영흥,981,-108,12,3077,78.9,11.87,0.32,3.06%
012170,키위미디어그룹,150,-691,-308,-37,N/A,N/A,N/A,0.00%
012200,계양전기,2570,3377,4,5425,676.4,10.36,0.47,1.36%
012280,영화금속,1445,-1173,6,1646,248.66,10.36,0.88,
012320,경동인베스트,27000,197725,3850,180241,7.01,28.46,0.15,1.85%
012330,현대모비스,179500,423178,23867,345993,7.52,10.36,0.52,2.23%
